devicename,devicepool,phone_model,firmware,description,ip,serial,hw_ver,mpp_capable
SEP6C13D53F31AC,Default,8861,sip88xx.14-2-1-0001-14,Auto 1015,192.168.1.196,FCH25192SNA,V11,Yes
